Company	Sector	Stage	Amount	Location	About	Funding Year
FamPay	Fintech	Early Stage	56998.54	Bengaluru	It allows parents to send money to their kids below the age of 18, which they can spend securely under parent supervision.	2020
UnboxRobotics Labs	Automation tech	Early Stage	6063.67	Bengaluru	Automated flexible parcel sorting solutions for logistics providers	2020
Karbon Card	Fintech	Early Stage	24254.7	Bengaluru	Specialisde corporate cards for startups	2020
Airmeet	Media & Networking	Other Stages	36382.05	Bengaluru	A platform to host, discover, and attend fully remote events like conferences and professional meet-ups	2020
Innerchef	Foodtech	Early Stage	12127.35	Gurugram	Cloud kitchen platform	2020
Epigamia	FMCG	Mid Stage	36382.05	Mumbai	Flavoured and greek yoghurt brand	2020
StyleNook	Ecommerce	Early Stage	36382.05	Mumbai	Marketplace for fashionable apparel	2020
Callido Learning	Edtech	Late Stage	36382.05	Mumbai	Provides a structured educational approach to critical thinking and problem solving skills	2020
Soxytoes	Ecommerce	Other Stages	36382.05	New Delhi	Online store to buy various types of socks including funky and colorful socks	2020
F5	E-market	Early Stage	36382.05	Bengaluru	Retail Aggregator	2020
Paper Boat	Food & Beverages	Early Stage	49109.7	Bengaluru	Ecommerce platform for beverages and snacks	2020
Strata	Proptech	Early Stage	18191.02	Bengaluru	Real estate investment platform	2020
Salesken	AI & Data science	Mid Stage	97018.79	Bengaluru	Provides sales professionals with intelligence on various aspects of the sales pitch	2020
Arya	Agritech	Mid Stage	72764.09	Noida	Provides post-harvest services across the agricultural value chain	2020
Leap Finance	Fintech	Mid Stage	66700.42	Bengaluru	Provides education loans to students based on the student’s future income	2020
Sleepy Owl	Beverages	Early Stage	36382.05	New Delhi	It sells ready to drink cold brew coffees, brew boxes and packs.	2020
Tricog	Healthtech	Mid Stage	127337.16	Bengaluru	Provides virtual cardiology services through its AI-powered healthcare platforms	2020
GogoBus	Travel tech	Mid Stage	36382.05	New Delhi	Inter-City Mobility Startup	2020
Trell	Social e-commerce	Other Stages	48509.39	Bengaluru	Allows users to share their travel experiences	2020
Spaciya Consultants	Real Estate	Other Stages	6063.67	Noida	Real estate consultancy firms	2020
Bounce	Automotive and Rentals	Other Stages	78827.76	Bengaluru	Offers a variety of bikes and scooters that can be rented on a subscription basis	2020
Neeman	Ecommerce	Other Stages	12127.35	Hyderabad	An eco-conscious footwear brand making comfortable shoes using Merino Wool	2020
Chqbook	Fintech	Mid Stage	60636.74	Gurugram	Marketplace for small business owners, offering them products around lending, credit cards etc	2020
SMEcorner	Fintech	Mid Stage	363820.45	Mumbai	Financial lending firm to SMEs	2020
Oda Class	Edtech	Other Stages	36382.05	Bengaluru	It offers content and material via video, adopting a dual-teacher model with IIT and NIT alumni	2020
Spinny	E-tail	Mid Stage	529965.13	Haryana	Used car retailing platform	2020
goStops	Accomodation	Early Stage	36382.05	New Delhi	A premium chain of youth hostels catering to the millennials	2020
Umeed Housing	Fintech	Late Stage	278929.01	Haryana	Housing finance company	2020
Vogo	Automotive	Mid Stage	242546.97	Bengaluru	A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points	2020
Flick Stree	AI & Media	Mid Stage	36382.05	Mumbai	Artificial intelligence-based video publishing network	2020
Qure ai	Healthtech	Early Stage	194037.57	Mumbai	Provides interpretations of radiology scans	2020
MinionLabs	Machine Learning	Early Stage	36382.05	Bengaluru	It leverages a Machine Learning-based approach to generate a comprehensive report on predictive analytics	2020
Josh Talks	Media	Other Stages	18191.02	Haryana	Community of young individuals providing a platform to showcase their stories	2020
PhoneParLoan	Fintech	Other Stages	36382.05	New Delhi	Provides easy loans	2020
RailYatri	Travel	Other Stages	167357.41	Noida	A complete Indian railways app	2020
AjnaLens	Deeptech	Other Stages	18191.02	Thane	It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence	2020
Pepper	Content Marktplace	Early Stage	3721.88	Mumbai	End to end content creation platform	2020
Rupeek	Fintech	Early Stage	363820.45	Bengaluru	An asset backed online lending platform	2020
iMerit	IT	Mid Stage	242546.97	Kolkata	Turns information into data that is usable for machine learning processes	2020
BharatPe	Fintech	Mid Stage	909551.13	New Delhi	Digital payments platform	2020
Invideo	Visual Media	Early Stage	30318.37	Bengaluru	Video production and editing platform	2020
AvalonMeta	Edtech	Mid Stage	5093.49	Bengaluru	It combines higher education and competitive gaming	2020
Near Store	Ecommerce	Early Stage	3638.2	Mumbai	Enables a shop to create an online presence	2020
ElecTorq	Automobile	Early Stage	36382.05	New Delhi	Electric vehicle startup	2020
Prayaan Capital	Fintech	Early Stage	14552.82	Chennai	NBFC that lends to micro, small, and medium-sized enterprises (MSMEs)	2020
Sanfe	Hygiene	Other Stages	13340.08	New Delhi	Women health care and wellness product	2020
Go Desi	Foodtech	Early Stage	7607.49	New Delhi	Provides traditional delicacies	2020
Swiggy	Foodtech	Mid Stage	1370390.37	Bengaluru	Platform to order food online from restaurants and getting it delievered	2020
Whatfix	SaaS	Mid Stage	388075.15	Bengaluru	Digital adoption platform that helps companies provide intuitive onboarding, training and support	2020
Unacademy	Edtech	Late Stage	1334008.32	Bengaluru	Platform that offers online education in India	2020
Zvesta	Proptech	Late Stage	66700.42	Gurugram	An online platform where users can search and buy properties listed by developers and brokers	2020
Dunzo	Logistics	Mid Stage	133400.83	Bengaluru	India-based hyperlocal delivery startup	2020
Digit Insurance	Insurtech	Other Stages	4123.3	Bengaluru	General Insurance Company	2020
Yolo	Transport	Early Stage	7276.41	Gurugram	Intercity transportation	2020
SmartVizX	VR & SaaS	Other Stages	16941.91	Noida	It developed India’s first VR-based design communication and collaboration product Trezi	2020
MaxWholesale	Ecommerce	Mid Stage	36382.05	New Delhi	B2B ecommerce platform for kirana stores	2020
Carbon Clean	Cleantech	Other Stages	194037.57	Bengaluru	Develops affordable carbon capture technology	2020
Onsitego	Sales & Services	Mid Stage	230419.62	Mumbai	It offers post-purchase services through a network of brand authorised service centres throughout the country	2020
Genius Corner	Edtech	Mid Stage	3031.84	Noida	Framework to enable personalised learning using artificial intelligence (AI) and machine learning (ML).	2020
PlanetSpark	Edtech	Mid Stage	5439.12	Gurugram	Provides neighbourhood learning zones where children learn and develop 'new-age' skills under one roof	2020
CamCom	AI & Deep learning	Early Stage	36382.05	Bengaluru	AI automation platform for enterprise quality control	2020
Simsim	Social Commerce	Mid Stage	97018.79	Bengaluru	It enables community opinion influencers to sell products to thousands of micro-communities in India	2020
Shuttl	Transport	Mid Stage	96724.09	New Delhi	App based bus aggregator serice	2020
HooLiv	Housing & Rentals	Mid Stage	36382.05	New Delhi	Student Co-living startup	2020
ClassMonitor	Edtech	Other Stages	36382.05	Indore	The learning platform that blends curriculum-based activities for children	2020
Friyey	Co-working	Other Stages	36382.05	Pune	Co working space startup	2020
Oga	Fitness	Early Stage	4002.02	Bengaluru	Provides interactive fitness experience to people across the world	2020
Big Basket	Estore	Mid Stage	42445.72	Bengaluru	Online grocery store	2020
CYFIRMA	SaaS	Mid Stage	36382.05	Bengaluru	Offer cybersecurity services	2020
Innoviti	Fintech	Early Stage	60636.74	Bengaluru	Digital payments solutions company	2020
Paytm money	Fintech	Early Stage	67913.15	Bengaluru	Wealth Management	2020
Vedantu	Edtech	Mid Stage	291056.36	Bengaluru	Onine learning platform	2020
Yap	Fintech	Early Stage	17002.54	Chennai	Banking and payment products-focused API platform	2020
Clover	Agritech	Mid Stage	66700.42	Bengaluru	Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits	2020
Nova Credit	Fintech	Mid Stage	606367.42	New Delhi	Cross-border consumer credit startup	2020
CodingNinjas	Edtech	Mid Stage	63062.21	New Delhi	Online learning platform	2020
Furlenco	Ecommerce	Mid Stage	26680.17	Bengaluru	Furniture rental startup	2020
Brick&Bolt	Construction and Real Estate	Other Stages	18191.02	Bengaluru	Operates in the residential construction space	2020
HempStreet	Healthtech	Other Stages	12127.35	New Delhi	Manufacturer of ayurvedic medicines based on cannabis	2020
MoEngage	Marketing	Mid Stage	303183.71	Bengaluru	Customer analytics and cross-channel engagement platform	2020
Classplus	Edtech	Other Stages	30318.37	Noida	It allows coaching centres to take their brick-and-mortar setup online	2020
Chaayos	Beverages	Early Stage	260737.99	New Delhi	Provides customised range of tea	2020
PetPooja	SaaS	Early Stage	24254.7	Ahmedabad	Restaurant management software provider	2020
Altor	Tech	Other Stages	36382.05	Bengaluru	Makes helmets that are IoT and AI enabled	2020
Pepperfry	E-market	Late Stage	485093.94	Mumbai	Online home furniture marketplace	2020
FirstCry	E-market	Late Stage	3589695.13	Pune	Baby products marketplace	2020
Byju	Edtech	Mid Stage	2425469.68	Bengaluru	Provides online learning classes	2020
Waycool	Agritech	Mid Stage	388075.15	Chennai	Food development and distribution services	2020
WorkIndia	HR tech	Other Stages	72764.09	Mumbai	An online and mobile-based platform that connects companies with blue collar employees.	2020
Qyuki	Media	Mid Stage	42445.72	Mumbai	Multi-channel broadcast network	2020
Leap India	Agritech	Mid Stage	363820.45	Coimbatore	Agricultural warehousing and logistics company	2020
Picxy	Media	Mid Stage	3031.84	Hyderabad	Stock photo industry	2020
Krimanshi	Agritech	Early Stage	242.55	Jodhpur	Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds	2020
NEETprep	Edtech	Mid Stage	36382.05	New Delhi	Provides crash course for NEET preparation	2020
Dot Pvt. Ltd	Fintech	Early Stage	97018.79	Gurugram	It provides digital transformation and commerce solutions to brick and mortar outlets	2020
Kuku FM	Media	Mid Stage	66700.42	Mumbai	A podcast platform	2020
SuperMoney	Fintech	Other Stages	12127.35	Mumbai	Provides financial tools for effective business making	2020
Rebel Foods	Food tech	Other Stages	59424.01	Mumbai	It runs internet kitchen	2020
AlphaVector	E tailor	Mid Stage	36382.05	Bengaluru	It sells modern age bicycles named FROG	2020
Fox Capital	Fintech	Early Stage	30318.37	Jaipur	Digital lending startup	2020
Tribe Theory	Accomodation	Early Stage	42445.72	Bengaluru	An entrepreneur-focused hostel chain present in multiple locations across the world.	2020
Fleetx	SaaS	Mid Stage	17007.39	Gurugram	Fleet management and predictive analytics platform	2020
Embibe	Edtech	Mid Stage	153026.52	Mumbai	It provides AI-based data analytics to personalise learning outcomes	2020
Entri	Edtech	Early Stage	16978.29	Kochi	It is a app that provides different types of learning content in local languages	2020
Oye! Rickshaw	E-mobility	Mid Stage	121273.48	New Delhi	App-based electric rickshaw hailing service	2020
Seal Professional	Edtech	Other Stages	36382.05	Bengaluru	Trains students in managemnt and leadership skills and also helps in placement	2020
Sprinng Foods	Food	Mid Stage	36382.05	Mumbai	Provides Gluten-free food	2020
1MG	Healthtech	Early Stage	120060.75	Gurugram	Online pharmacy	2020
Aagey	Fintech	Early Stage	36382.05	Bengaluru	Provides financial assistance to MSMEs	2020
Doubtnut	Edtech	Mid Stage	181910.23	Gurugram	Multi-lingual digital solutions platform for students	2020
AdonMo	Ad-tech	Early Stage	36382.05	Bengaluru	It is an online and outdoor advertising company	2020
RACEnergy	E-mobility	Early Stage	36382.05	Hyderabad	It builds electric vehicles and supporting infrastructure	2020
BharatPe	Fintech	Other Stages	1212734.84	New Delhi	Digital payments platform	2020
Kisan Network	Agritech	Early Stage	36382.05	Gurugram	Integrated supply chain for farmers to sell their produce directly to buyers	2020
Vogo	Automotive	Mid Stage	424457.19	Bengaluru	A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points	2020
Yolo	Transport	Early Stage	7276.41	Gurugram	Intercity transportation startup	2020
Unotech	SaaS	Early Stage	24254.7	Mumbai	It develops fully-customisable open source software	2020
Zetwerk	Marketplace	Mid Stage	26680.17	Bengaluru	B2B marketplace that connects manufacturing companies for industrial equipements	2020
CureSkin	Healthtech	Mid Stage	6063.67	Bengaluru	Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution	2020
WizKlub	Edtech	Early Stage	11915.48	Bengaluru	Helps students solve problems at complex level	2020
Interviewbit	Edtech	Mid Stage	2425469.68	Pune	Platform that provides coding and interview preparation course by industry professionals from tech companies	2020
MoneyTap	Fintech	Mid Stage	851160.37	Bengaluru	App-based consumer credit line that gives customers access to credit on tap.	2020
Uniplatform Tech	SaaS	Early Stage	36382.05	New Delhi	Runs real estate SaaS platform MultiplyMyLeads.com.	2020
INdwealth	Fintech	Mid Stage	145528.18	Gurugram	An Artificial Intelligence and Machine learning based wealth management platform	2020
Bizongo	Marketplace	Mid Stage	363820.45	Mumbai	A B2B marketplace for packaging materials	2020
AppsFlyer	SaaS	Late Stage	2546743.17	Bengaluru	Mobile marketing analytics and attribution platform	2020
Digit Insurance	Insurtech	Early Stage	1018697.27	Bengaluru	General Insurance Company	2020
Livspace	Interior Design	Late Stage	727640.9	Bengaluru	It offers end-to-end home design experience for homeowners and home designers	2020
GetVantage	Fintech	Early Stage	36382.05	Mumbai	Revenue based finance provider	2020
Konfinity	Edtech	Other Stages	36382.05	Noida	Provides online coding courses	2020
Pine Labs	Fintech	Late Stage	36382.05	Noida	Retail payment and hardware company	2020
Instoried	SaaS	Mid Stage	36382.05	New Delhi	Augmented writing platform which improves customer interest and engagement.	2020
Nupay	Neo-banking	Early Stage	36382.05	Haryana	Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts	2020
LogiNext	Transport Automation	Mid Stage	472966.59	Mumbai	It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service	2020
Samosa Singh	Food	Mid Stage	32743.84	Bengaluru	Offers hygienic Indian Snacks	2020
Crysta	Healthtech	Other Stages	17019.52	New Delhi	Offers diagnostic and screening services with regular counselling and clinical data management	2020
Eupheus Learning	Edtech	Mid Stage	52147.6	New Delhi	Provides technology-led, subscription-based learning solutions to schools	2020
Bounce	Automotive and Rentals	Late Stage	1273371.58	Bengaluru	Offers a variety of bikes and scooters that can be rented on a subscription basis	2020
Park+	Techonology	Mid Stage	133400.83	Gurugram	It is engaged in bringing digitization in parking	2020
Goodmylk	Dairy	Early Stage	4850.94	Bengaluru	Provides Vegan dairy products	2020
SmartKarrot	SaaS	Early Stage	12127.35	Bengaluru	It tracks customers’ real-time digital behaviour	2020
Skylo	IoT	Mid Stage	1249116.89	Bengaluru	Provides affordable and ever present network that connects machines or sensors	2020
Tea Trunk	Beverage	Late Stage	2668.02	Goa	Global premium tea brand	2020
Zoomcar	Transport & Rentals	Late Stage	363820.45	Bengaluru	A car rental service platform	2020
Mera Cashier	Fintech	Early Stage	3031.84	Noida	App meant for small and micro businessmen to manage their transactions digitally	2020
Samya AI	SaaS	Early Stage	72764.09	Bengaluru	Revenue growth AI startup in the consumer packed goods (CPG) space	2020
Kristal AI	AI	Mid Stage	72764.09	Bengaluru	Provides Algorithm-based financial services	2020
Invento Robotics	AI Robotics	Early Stage	3411.42	Bengaluru	Known for Mitra Series of Robots	2020
Zimyo	HR tech	Other Stages	36382.05	Gurugram	Automates everyday HR processes with integrated solutions	2020
Sabse Sasta Dukaan	Pharmaceutical	Mid Stage	36382.05	Kolkata	Online pharmacy dealing in medicines	2020
Fitphilia	Healthtech	Early Stage	36382.05	Mumbai	Provides IoT-enabled treadmill	2020
Medicus	Healthtech	Other Stages	154.02	Mumbai	AI-based platform that explains and interprets blood tests and medical reports	2020
Monech	Fintech	Early Stage	154.02	Mumbai	Automated platform which will help users to take their financial decisions	2020
Teach Us	Edtech	Early Stage	154.02	Hyderabad	Educational portal which enables the students to access information related to education at one common platform	2020
Dealberg	B2B marketplace	Late Stage	36382.05	Bengaluru	Deals in office supplies	2020
Phenom People	HR tech	Mid Stage	363820.45	Hyderabad	It redefines the means to search for a job and recruit top talent	2020
Extra Edge	Edtech	Other Stages	8489.14	Pune	Admission Marketing Automation software for the education industry	2020
Capital Quotient	Fintech	Mid Stage	7276.41	Bengaluru	Investment advisor	2020
Karfa	Ecommerce	Early Stage	303.18	New Delhi	It sells products crafted by artisans	2020
Gamerji	Gaming	Other Stages	4850.94	Ahmedabad	Esports tournament platform	2020
Bounce	Automotive and Rentals	Late Stage	1182416.47	Bengaluru	Offers a variety of bikes and scooters that can be rented on a subscription basis	2020
Zinier	Automation	Mid Stage	1091461.36	Bengaluru	Provides intelligent field service automation	2020
ProEves	Preschool Daycare	Early Stage	6148.57	New Delhi	Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers	2020
Toddle	EdTech	Mid Stage	36382.05	Bengaluru	Collaboration and productivity platform for teachers across the world	2020
Aesthetic Nutrition	Food diet	Other Stages	36382.05	New Delhi	Markets and sells chewable dietary supplements	2020
Capital Float	Fintech	Mid Stage	181910.23	Bengaluru	Digital lending	2020
Ninjacart	B2B Agritech	Mid Stage	121273.48	Bengaluru	Online grocery delivery platform	2020
TechnifyBiz	B2B Agritech	Early Stage	24254.7	New Delhi	Online marketplace for non-perishable food items	2020
Wysh	E-connect	Mid Stage	24254.7	Hyderabad	Celebrity engagement and wishing platform	2020
Keito	AI	Early Stage	1940.38	Pune	Enterprise productivity startup	2020
Klub	Fintech	Other Stages	24254.7	Bengaluru	Provides growth financing to high-affinity brands	2020
Aadhar	Ecommerce	Early Stage	36382.05	Mumbai	Ayurveda wellness and lifestyle consumer brand	2020
IncubateHub	Tech hub	Mid Stage	36382.05	Bengaluru	Provides platform for Corporates to connect establish brand presence among innovation community	2020
Rage Coffee	FMCG	Mid Stage	36382.05	New Delhi	Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers	2020
Skilancer	Technology	Other Stages	36382.05	Noida	Solar module cleaning system [MCS] providers	2020
Harappa Education	Edtech	Mid Stage	36382.05	New Delhi	Provides online courses on foundational skills	2020
Rheo	Entertainment	Early Stage	24254.7	Bengaluru	Online e-sports streaming and community platform	2020
Axio Biosolutions	Medtech	Mid Stage	63062.21	Bengaluru	Medical device manufacturer	2020
Techbooze	Consultancy	Mid Stage	181910.23	New Delhi	Business Development, Consulting and Funding facilitator for Startups Enterprise	2020
PayMart	Fintech	Early Stage	36382.05	Chandigarh	Provides cardless cash withdrawals through small merchants shops	2020
Testbook	Edtech	Mid Stage	101869.73	Mumbai	Helps students prepare online for competitive exams	2020
FabAlley	Ecommerce	Other Stages	13340.08	Noida	Online fashion store	2020
HaikuJAM	EdTech	Early Stage	41232.98	Mumbai	Creative writing mobile platform	2020
Mamaearth	Ecommerce	Mid Stage	221930.48	Gurugram	Online baby and mother care brand	2020
Rentomojo	Rental	Other Stages	24254.7	Bengaluru	Furniture, electronics, and appliance-centric consumer leasing platform	2020
Zomato	Foodtech	Mid Stage	1819102.26	Gurugram	Online food delivery and restaurant discovery platform	2020
Byju	Edtech	Mid Stage	2425469.68	Bengaluru	Provides online learning classes	2020
Generico	Pharmacy	Mid Stage	16978.29	Mumbai	Generic medicine focussed retail chain	2020
HighRadius	SaaS	Mid Stage	1515918.55	Hyderabad	An AI-based platform, to automate accounts receivables and treasury processes.	2020
Chai Kings	Beverage	Mid Stage	12127.35	Chennai	It offers a range of tea in various flavour	2020
Rivigo	Logistics	Late Stage	41232.98	Gurugram	It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies	2020
BuildPan	SaaS	Early Stage	36382.05	Indore	It helps developers to test, integrate and deploy apps	2020
Shiksha	Edtech	Mid Stage	2195.05	Noida	It makes college selection easy for students looking to pursue UG and PG courses in India and abroad	2020
Super Surfaces	Deisgning	Mid Stage	6063.67	Hyderabad	A design solution based company	2020
Quicko	Taxation	Mid Stage	3395.66	Ahmedabad	Online tax planning and filing platform	2020
Satin Creditcare	Fintech	Early Stage	181910.23	Gurugram	A micro finance company	2020
XpressBees	Logistics	Early Stage	121273.48	Pune	Provides end to end supply chain solutions	2020
FarmERP	Agritech	Mid Stage	36382.05	Pune	Smart agriculture management ERP software platform	2020
Wealth Bucket	Fintech	Other Stages	36382.05	Bengaluru	An online platform for mutual fund investments	2020
GoMechanic	Automobile Technology	Mid Stage	178272.02	New Delhi	Find automobile repair and maintenance service providers	2020
Fashor	Fashion	Other Stages	12127.35	Chennai	Women’s fashion and apparel	2020
Leverage Edu	Edtech	Mid Stage	18191.02	New Delhi	AI enabled marketplace that provides career guidance	2020
EpiFi	Fintech	Early Stage	160081.0	New Delhi	It offers customers with a single interface for all their financial and banking mandates	2020
Purplle	Cosmetics	Other Stages	97018.79	Mumbai	Online makeup and beauty products retailer	2020
Shuttl	Transport	Mid Stage	97540.26	New Delhi	App based bus aggregator serice	2020
Pando	Logitech	Mid Stage	109146.14	Chennai	Networked logistics management software	2020
Unbox Robotics	AI startup	Other Stages	1200000.0	Bengaluru	Unbox Robotics builds on-demand AI-driven warehouse robotics solutions, which can be deployed using limited foot-print, time, and capital.	2021
upGrad	EdTech	Series D	120000000.0	Mumbai	UpGrad is an online higher education platform.	2021
Lead School	EdTech	Late Stage	30000000.0	Mumbai	LEAD School offers technology based school transformation system that assures excellent learning for every child.	2021
Bizongo	B2B E-commerce	Mid Stage	51000000.0	Mumbai	Bizongo is a business-to-business online marketplace for packaging products.	2021
FypMoney	FinTech	Early Stage	2000000.0	Gurugram	FypMoney is Digital NEO Bank for Teenagers, empowering them with financial literacy and ease of secured financial transactions.	2021
Urban Company	Home services	Series D	188000000.0	Delhi	Urban Company (Formerly UrbanClap) is a home and beauty services platform in India, Middle East, Singapore and Australia	2021
Comofi Medtech	HealthTech	Seed	200000.0	Bengaluru	Comofi Medtech is a healthcare robotics startup.	2021
Qube Health	HealthTech	Other Stages	3500000.0	Mumbai	India's Most Respected Workplace Healthcare Management Company	2021
Vitra.ai	Tech Startup	Series A	3500000.0	Bengaluru	Vitra.ai is an AI-based video translation platform	2021
Taikee	E-commerce	Seed	1000000.0	Mumbai	Taikee is the ISO-certified, B2B e-commerce platform of Peel-Works, enabling better lives for corner stores.	2021
Fitterfly	HealthTech	Other Stages	3000000.0	Mumbai	Fitterfly offers customized and personalized wellness programs for diabetes PCOS, pregnancy, weight loss, pediatric and nutrition.	2021
FreeStand	B2B service	Seed	100000.0	Delhi	FreeStand enables FMCG brands to execute trackable and scalable product sampling campaigns.	2021
MyDentalPlan	Helathcare	Early Stage	700000.0	Bengaluru	My Dental Plan provides dental care packages and services.	2021
Freyr Energy	Renewable Energy	Series A	2000000.0	Hyderabad	Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.	2021
DealShare	E-commerce	Series A	9000000.0	Jaipur	DealShare is a Social Commerce Startup	2021
Tessolve	Electronics	Series A	40000000.0	Bengaluru	Tessolve Semiconductor offers engineering in semiconductor design, test/product engineering, failure analysis, systems design.	2021
Smart Joules	Renewable Energy	Series A	49000000.0	Delhi	Smart Joules is an energy management company.	2021
ORAI	IT startup	Other Stages	400000.0	Bengaluru	AI-Powered Robotic Virtual Assistant (RVA) for Amplifying Performance of Poor quality leads and bring more MQL and SQL	2021
ixamBee	EdTech	Early Stage	300000.0	Delhi	ixamBee is to provide best online learning experience for preparation of competitive exams.	2021
CoinSwitch Kuber	FinTech	Mid Stage	25000000.0	Bengaluru	CoinSwitch Kuber is an India-based cryptocurrency exchange platform.	2021
Razorpay	FinTech	Late Stage	160000000.0	Bengaluru	Razorpay is a platform that enables businesses to accept, process, and disburse payments.	2021
Uable	EdTech	Early Stage	3500000.0	Bengaluru	Uable offers role based programmes to empower children to explore different domains.	2021
ZFW Hospitality	Food & Beverages	Early Stage	150000.0	Delhi	Creating a sustainable and scalable cloud kitchen network.	2021
Optimized Electrotech	Aeorspace	Other Stages	1800000.0	Ahmadabad	Long distance, multispectral Surveillance Equipment for Defense, Aerospace, Critical Asset Protection	2021
Northern Arc	FinTech	Seed	5000000.0	Chennai	Northern Arc Capital is a Non-Banking Finance Company that provides borrows with access to debt investors.	2021
Chara	Deep Tech	Early Stage	850000.0	Bengaluru	A scalable, cloud-controlled, and rare earth mineral free Hardware and Software platform for the Switched Reluctance Motor and other magnet free motor technologies.	2021
Sirona Hygiene	HealthTech	Series B	3000000.0	Delhi	Solving unaddressed Intimate & Menstrual Hygiene issues with our award-winning innovative & modern products.	2021
Pristyn Care	HealthTech	Late Stage	53000000.0	Gurugram	Pristyn Care is Health Care Startup that is disrupting Elective Surgery Procedures	2021
TrulyMadly	Dating	Other Stages	2000000.0	Delhi	Trulymadly is a dating platform that uses a match making algorithm.	2021
Vidyakul	EdTech	Early Stage	500000.0	Gurgaon	Vidyakul is an vernacular e-learning platform that helps state board students to learn academics via pre-recorded and live lectures	2021
Jambox Games	Gaming	Early Stage	1100000.0	Bengaluru	A competitive game publishing platform to help developers in India and Southeast Asia to publish their games, and compete with the global incumbents.	2021
Miko	Robotics	Series A	6000000.0	Mumbai	Miko is an advanced robotics startup focusing on robotics, AI & IoT.	2021
SuperK	Retail	Early Stage	800000.0	Small Towns, Andhra Pradesh	SuperK is a full-stack solution to empower small format retail stores in India.	2021
TagZ Foods	Food	Other Stages	500000.0	Bengaluru	TagZ Foods is a supplier of snacks and food products.	2021
Fuel Buddy	Oil and Energy	Seed	1000000.0	Delhi	FuelBuddy is the FIRST legal private company in India to have permissions in place to deliver fuel. FUELDELIVERY APP.	2021
M1xchange	FinTech	Series A	10000000.0	Gurugram	M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.	2021
Spintly	Tech Startup	Seed	500000.0	Goa	Wireless cloud based access control platform	2021
EF Polymer	AgriTech	Seed	200000.0	Rajsamand	Sustainable Agriculture by creating sustainable inputs solution for agriculture to save water and fertilizer with enhancing yield.	2021
boAt	Electronics	Series A	6000000.0	Delhi	boAt is a consumer electronics and lifestyle company.	2021
TruNativ	Food & Beverages	Early Stage	3500000.0	Mumbai	TruNativ Foods & Beverages Pvt Ltd	2021
iBus	Telecommuncation	nan	21000000.0	Bengaluru	iBus Networks is an in-building connectivity solutions company	2021
Puresh Daily	Milk startup	Early Stage	100000.0	Ranchi	PUREandFRES-Milk delivers fresh milk directly from its farm to home. Fresh Milk without any trace of chemicals is packed and sealed in glass bottle.	2021
LearnVern	EdTech	Seed	1000000.0	Ahmadabad	LearnVern.com is a training portal where anyone can learn any course in vernacular languages for free.	2021
LimeChat	AI Chatbot	Early Stage	7500000.0	Faridabad, Haryana	Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI.	2021
Dybo	IT	Early Stage	100000.0	Bengaluru	Product Visualisation Technology for Commerce	2021
moEVing	Logistics	Early Stage	1000000.0	Gurugram	Delivering clean, cost-effective and efficient mobility solutions.	2021
WeWork India	Hospitality	Series A	26000000.0	Bengaluru	Transform buildings into beautiful, collaborative workspaces and provide infrastructure, services, events and tech	2021
Solethreads	Fashion	Mid Stage	1000000.0	Gurugram	SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.	2021
Beldara	E-commerce	Series A	7400000.0	Mumbai	BELDARA.COM IS A GLOBAL B2B marketplace, enables businesses to sell worldwide.	2021
CredFlow	FinTech	Early Stage	2000000.0	Delhi	CredFlow provides financial solutions to automate your cashflows.	2021
Do Your Thng	Marketing	Seed	1500000.0	Gurugram	World's first shared economy platform for digital assets.	2021
Oye Rickshaw	Transportation	Series A	3000000.0	Gurugram	Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app.	2021
Legitquest	LegalTech	Financial Services	600000.0	Delhi	LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws.	2021
Swiggy	Food delivery	Series E	800000000.0	Bengaluru	Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors.	2021
AntWak	EdTech	Early Stage	3500000.0	Bengaluru	AntWak provides a video platform for e-learning service.	2021
PlayShifu	EdTech	Mid Stage	17000000.0	Bengaluru	PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).	2021
Pitstop	Automotive	Other Stages	3500000.0	Bengaluru	Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.	2021
